Year,Offence Division,Incidents Recorded,Local Government Area
2020,D Public order and security offences,184,Stonnington
2020,D Public order and security offences,58,Stonnington
2020,D Public order and security offences,3,Stonnington
2020,D Public order and security offences,9,Stonnington
2020,D Public order and security offences,4,Stonnington
2020,D Public order and security offences,1,Stonnington
2020,D Public order and security offences,1,Stonnington
2020,D Public order and security offences,25,Stonnington
2020,D Public order and security offences,1,Stonnington
2020,E Justice procedures offences,100,Stonnington
2020,E Justice procedures offences,7,Stonnington
2020,E Justice procedures offences,4,Stonnington
2020,E Justice procedures offences,10,Stonnington
2020,E Justice procedures offences,193,Stonnington
2020,E Justice procedures offences,31,Stonnington
2020,E Justice procedures offences,248,Stonnington
2020,E Justice procedures offences,9,Stonnington
2020,F Other offences,8,Stonnington
2020,F Other offences,1,Stonnington
2020,F Other offences,1,Stonnington
2020,F Other offences,2,Stonnington
2020,F Other offences,1,Stonnington
2019,A Crimes against the person,4,Stonnington
2019,A Crimes against the person,70,Stonnington
2019,A Crimes against the person,191,Stonnington
2019,A Crimes against the person,32,Stonnington
2019,A Crimes against the person,128,Stonnington
2019,A Crimes against the person,218,Stonnington
2019,A Crimes against the person,143,Stonnington
2019,A Crimes against the person,2,Stonnington
2019,A Crimes against the person,9,Stonnington
2019,A Crimes against the person,35,Stonnington
2019,A Crimes against the person,8,Stonnington
2019,A Crimes against the person,3,Stonnington
2019,A Crimes against the person,1,Stonnington
2019,A Crimes against the person,10,Stonnington
2019,A Crimes against the person,21,Stonnington
2019,A Crimes against the person,3,Stonnington
2019,A Crimes against the person,14,Stonnington
2019,A Crimes against the person,12,Stonnington
2019,A Crimes against the person,27,Stonnington
2019,A Crimes against the person,14,Stonnington
2019,A Crimes against the person,11,Stonnington
2019,A Crimes against the person,16,Stonnington
2019,B Property and deception offences,14,Stonnington
2019,B Property and deception offences,529,Stonnington
2019,B Property and deception offences,62,Stonnington
2019,B Property and deception offences,6,Stonnington
2019,B Property and deception offences,78,Stonnington
2019,B Property and deception offences,3,Stonnington
2019,B Property and deception offences,513,Stonnington
2019,B Property and deception offences,213,Stonnington
2019,B Property and deception offences,1,Stonnington
2019,B Property and deception offences,271,Stonnington
2019,B Property and deception offences,1336,Stonnington
2019,B Property and deception offences,800,Stonnington
2019,B Property and deception offences,225,Stonnington
2019,B Property and deception offences,146,Stonnington
2019,B Property and deception offences,1,Stonnington
2019,B Property and deception offences,775,Stonnington
2019,B Property and deception offences,23,Stonnington
2019,B Property and deception offences,723,Stonnington
2019,B Property and deception offences,19,Stonnington
2019,B Property and deception offences,1,Stonnington
2019,B Property and deception offences,3,Stonnington
2019,C Drug offences,66,Stonnington
2019,C Drug offences,5,Stonnington
2019,C Drug offences,6,Stonnington
2019,C Drug offences,3,Stonnington
2019,C Drug offences,268,Stonnington
2019,C Drug offences,2,Stonnington
2019,D Public order and security offences,16,Stonnington
2019,D Public order and security offences,122,Stonnington
2019,D Public order and security offences,10,Stonnington
2019,D Public order and security offences,278,Stonnington
2019,D Public order and security offences,84,Stonnington
2019,D Public order and security offences,7,Stonnington
2019,D Public order and security offences,22,Stonnington
2019,D Public order and security offences,8,Stonnington
2019,D Public order and security offences,1,Stonnington
2019,D Public order and security offences,2,Stonnington
2019,D Public order and security offences,2,Stonnington
2019,D Public order and security offences,29,Stonnington
2019,D Public order and security offences,2,Stonnington
2019,E Justice procedures offences,76,Stonnington
2019,E Justice procedures offences,8,Stonnington
2019,E Justice procedures offences,8,Stonnington
2019,E Justice procedures offences,6,Stonnington
2019,E Justice procedures offences,154,Stonnington
2019,E Justice procedures offences,41,Stonnington
2019,E Justice procedures offences,214,Stonnington
2019,E Justice procedures offences,8,Stonnington
2019,F Other offences,2,Stonnington
2019,F Other offences,1,Stonnington
2019,F Other offences,3,Stonnington
2019,F Other offences,2,Stonnington
2022,A Crimes against the person,38,Colac-Otway
2022,A Crimes against the person,28,Colac-Otway
2022,A Crimes against the person,10,Colac-Otway
2022,A Crimes against the person,76,Colac-Otway
2022,A Crimes against the person,16,Colac-Otway
2022,A Crimes against the person,32,Colac-Otway
2022,A Crimes against the person,1,Colac-Otway
2022,A Crimes against the person,1,Colac-Otway
2022,A Crimes against the person,8,Colac-Otway
2022,A Crimes against the person,2,Colac-Otway
2022,A Crimes against the person,1,Colac-Otway
2022,A Crimes against the person,1,Colac-Otway
2022,A Crimes against the person,13,Colac-Otway
2022,A Crimes against the person,9,Colac-Otway
2022,A Crimes against the person,9,Colac-Otway
2022,A Crimes against the person,5,Colac-Otway
2022,A Crimes against the person,7,Colac-Otway
2022,B Property and deception offences,5,Colac-Otway
2022,B Property and deception offences,5,Colac-Otway
2022,B Property and deception offences,114,Colac-Otway
2022,B Property and deception offences,3,Colac-Otway
2022,B Property and deception offences,1,Colac-Otway
2022,B Property and deception offences,3,Colac-Otway
2022,B Property and deception offences,61,Colac-Otway
2022,B Property and deception offences,15,Colac-Otway
2022,B Property and deception offences,1,Colac-Otway
2022,B Property and deception offences,19,Colac-Otway
2022,B Property and deception offences,53,Colac-Otway
2022,B Property and deception offences,24,Colac-Otway
2022,B Property and deception offences,20,Colac-Otway
2022,B Property and deception offences,6,Colac-Otway
2022,B Property and deception offences,98,Colac-Otway
2022,B Property and deception offences,2,Colac-Otway
2022,B Property and deception offences,19,Colac-Otway
2022,B Property and deception offences,3,Colac-Otway
2022,C Drug offences,3,Colac-Otway
2022,C Drug offences,6,Colac-Otway
2022,C Drug offences,1,Colac-Otway
2022,C Drug offences,45,Colac-Otway
2022,C Drug offences,2,Colac-Otway
2022,D Public order and security offences,16,Colac-Otway
2022,D Public order and security offences,17,Colac-Otway
2022,D Public order and security offences,2,Colac-Otway
2022,D Public order and security offences,2,Colac-Otway
2022,D Public order and security offences,16,Colac-Otway
2022,D Public order and security offences,7,Colac-Otway
2022,D Public order and security offences,14,Colac-Otway
2022,D Public order and security offences,1,Colac-Otway
2022,D Public order and security offences,1,Colac-Otway
2022,D Public order and security offences,2,Colac-Otway
2022,E Justice procedures offences,37,Colac-Otway
2022,E Justice procedures offences,1,Colac-Otway
2022,E Justice procedures offences,9,Colac-Otway
2022,E Justice procedures offences,115,Colac-Otway
2022,E Justice procedures offences,11,Colac-Otway
2022,E Justice procedures offences,45,Colac-Otway
2022,E Justice procedures offences,2,Colac-Otway
2022,F Other offences,1,Colac-Otway
2022,F Other offences,2,Colac-Otway
2022,F Other offences,146,Colac-Otway
2022,F Other offences,1,Colac-Otway
2021,A Crimes against the person,2,Colac-Otway
2021,A Crimes against the person,51,Colac-Otway
2021,A Crimes against the person,46,Colac-Otway
2021,A Crimes against the person,6,Colac-Otway
2021,A Crimes against the person,50,Colac-Otway
2021,A Crimes against the person,24,Colac-Otway
2021,A Crimes against the person,33,Colac-Otway
2021,A Crimes against the person,2,Colac-Otway
2021,A Crimes against the person,6,Colac-Otway
2021,A Crimes against the person,2,Colac-Otway
2021,A Crimes against the person,3,Colac-Otway
2021,A Crimes against the person,2,Colac-Otway
2021,A Crimes against the person,10,Colac-Otway
2021,A Crimes against the person,9,Colac-Otway
2021,A Crimes against the person,10,Colac-Otway
2021,A Crimes against the person,2,Colac-Otway
2021,A Crimes against the person,9,Colac-Otway
2021,B Property and deception offences,11,Colac-Otway
2021,B Property and deception offences,6,Colac-Otway
2021,B Property and deception offences,116,Colac-Otway
2021,B Property and deception offences,3,Colac-Otway
2021,B Property and deception offences,1,Colac-Otway
2021,B Property and deception offences,11,Colac-Otway
2021,B Property and deception offences,42,Colac-Otway
2021,B Property and deception offences,10,Colac-Otway
2021,B Property and deception offences,1,Colac-Otway
2021,B Property and deception offences,15,Colac-Otway
2021,B Property and deception offences,42,Colac-Otway
2021,B Property and deception offences,24,Colac-Otway
2021,B Property and deception offences,12,Colac-Otway
2021,B Property and deception offences,12,Colac-Otway
2021,B Property and deception offences,97,Colac-Otway
2021,B Property and deception offences,2,Colac-Otway
2021,B Property and deception offences,23,Colac-Otway
2021,C Drug offences,14,Colac-Otway
2021,C Drug offences,3,Colac-Otway
2021,C Drug offences,1,Colac-Otway
2021,C Drug offences,47,Colac-Otway
2021,D Public order and security offences,23,Colac-Otway
